Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Incident,Auditor Controller Treasurer Tax Collector,6/16/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,6/15/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Health Services,6/13/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,6/10/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Economic Development Board,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,County Counsel,6/10/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Probation,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,6/10/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Health Services,6/8/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Agricultural Commissioner,6/7/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,6/3/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Transportation & Public Works,6/3/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,6/3/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Sheriff Detention,6/3/2016,The ISD Service Desk,Countywide Business Software,5,4,4,4,4
Service Request,Economic Development Board,6/3/2016,The ISD Service Desk,Countywide Business Software,5,5,,5,5
Service Request,Information Systems,6/3/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,6/3/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,6/3/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,General Services,5/31/2016,The ISD Datacenter Operations Team,Countywide Business Software,5,5,5,5,5
Incident,Transportation & Public Works,5/31/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Economic Development Board,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,County Administrator,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,County Counsel,5/27/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,General Services,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,5/27/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Sheriff Detention,5/27/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Incident,Health Services,5/23/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Public Defender,5/20/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Agricultural Commissioner,5/20/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,5/20/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Retirement,5/20/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,5/20/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,5/20/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Human Resources,5/17/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,5/13/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,5/13/2016,The ISD Web Services Team,Countywide Business Software,5,5,4,5,5
Service Request,Probation,5/13/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Permit and Resource Management,5/13/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,5/13/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Human Resources,5/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Permit and Resource Management,5/6/2016,The ISD Application Services Team,Countywide Business Software,5,,5,5,5
Service Request,Agricultural Commissioner,5/6/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,5/6/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,5/6/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,5/6/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,5/6/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,5/5/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,4/29/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Probation,4/29/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,4/29/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,4/29/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,,4/29/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Sheriff Detention,4/29/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Incident,Sheriff Detention,4/28/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,County Administrator,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,4/22/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,,5,5,5
Service Request,Health Services,4/22/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,General Services,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,3,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Probation,4/22/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Economic Development Board,4/22/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,4/22/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,4,5,3,4
Service Request,Retirement,4/22/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Health Services,4/18/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Permit & Resource Management,4/15/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,4/8/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,4/8/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,4/8/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Permit & Resource Management,4/1/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,4/1/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,County Administrator's Office,4/1/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Information Systems,3/31/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,3/25/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Permit & Resource Management,3/25/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,3/25/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Probation,3/25/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/25/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,3/25/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Agricultural Commissioner,3/25/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,3/25/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Probation,3/25/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,3/18/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Health Services,3/16/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Health Services,3/16/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,3/16/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,3/16/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Probation,3/11/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,3/11/2016,The ISD Network Infrastructure Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Open Space District,3/11/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,3/11/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,3/11/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,3/11/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,4,5,3,4
Service Request,Sonoma County Transportation Authority,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Regional Parks,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,4,5,5
Service Request,Information Systems,3/11/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,3/8/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,District Attorney,3/7/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Service Desk,Countywide Business Software,5,4,5,5,5
Service Request,Agricultural Commissioner,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,County Administrator's Office,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Agricultural Commissioner,3/4/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,County Administrator's Office,3/4/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,Information Systems,3/4/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Transportation & Public Works,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Transportation & Public Works,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Probation,3/4/2016,The ISD Application Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,3/4/2016,The ISD Web Services Team,Countywide Business Software,5,3,3,3,3
Service Request,General Services,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Community Development Commission,3/4/2016,The ISD Service Desk,Countywide Business Software,5,3,4,3,2
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/4/2016,The ISD Service Desk,Countywide Business Software,5,5,4,5,4
Service Request,Human Resources,3/4/2016,The ISD Desktop Support Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,2/29/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,Board of Supervisors,2/26/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Public Defender,2/26/2016,The ISD Geographic Information System Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/26/2016,The ISD Application Services Team,Countywide Business Software,5,5,4,4,4
Incident,Permit & Resource Management,2/26/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Human Resources,2/26/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/26/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/26/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Economic Development Board,2/26/2016,The ISD Web Services Team,Countywide Business Software,5,5,5,5,5
Service Request,General Services,2/26/2016,The ISD Service Desk,Countywide Business Software,5,5,5,5,5
Service Request,Probation,2/26/2016,The ISD Integrated Justice System Team,Countywide Business Software,5,5,5,5,5
